GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
여,40.0,4,4,3,5,5,3,5,3,2,2.0,21,사계절진빵,3.0
여,40.0,1,1,1,3,1,1,4,4,1,7.0,3,서울역,5.0
남,30.0,2,2,3,2,2,4,5,7,9,1.0,23,프린트베이커리 롯데월드타워점,4.0
여,30.0,2,3,2,2,2,5,6,5,2,1.0,21,우이교,5.0
남,30.0,1,2,3,3,3,1,2,7,2,0.0,22,화성행궁,5.0
여,20.0,5,2,3,3,3,5,1,6,2,1.0,27,호텔가덴,4.0
남,20.0,7,7,7,3,2,2,6,1,3,1.0,2,광주공항,4.0
남,20.0,6,3,6,6,2,6,1,3,8,0.0,21,서울역,5.0
여,50.0,3,4,3,2,1,4,2,6,2,1.0,23,물향기수목원,4.0
여,30.0,4,6,4,4,3,5,3,6,1,0.0,4,롯데프리미엄아울렛 파주점,5.0
남,40.0,1,4,1,4,1,2,3,4,2,1.0,6,양주시립장욱진미술관,5.0
여,30.0,1,1,1,1,1,1,1,7,3,2.0,23,금상고로케 서촌마을점,5.0
남,30.0,7,1,1,1,7,7,2,4,1,0.0,2,강릉고속버스터미널,3.0
여,20.0,3,2,2,4,6,2,6,6,2,3.0,22,마로니에공원,3.0
여,20.0,3,6,1,5,6,6,3,6,2,1.0,2,송도센트럴파크,4.0
여,20.0,1,2,1,1,1,7,7,4,1,1.0,6,행궁그로서리,4.0
남,40.0,2,2,2,3,4,4,2,3,8,6.0,3,청주국제공항,4.0
남,30.0,4,3,4,1,1,5,7,3,3,1.0,3,플레이 더월드 강남점,5.0
남,20.0,6,2,2,6,2,6,2,4,10,0.0,1,맥도날드 신월남부DT점,5.0
여,30.0,3,3,3,3,4,4,4,7,1,1.0,8,송도센트럴파크,4.0
남,20.0,4,4,1,4,7,7,1,7,1,1.0,6,63스퀘어,5.0
여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,스타벅스 수원경수인계DT점,4.0
여,30.0,4,1,1,5,1,1,7,1,2,0.0,6,성라공원,5.0
남,50.0,3,3,2,4,5,5,2,5,3,3.0,3,효자베이커리,4.0
남,60.0,3,2,2,2,2,3,3,2,1,1.0,1,동관왕묘,4.0
남,40.0,4,4,2,2,2,4,3,2,1,3.0,2,정정아식당 송도직영점,5.0
남,20.0,2,1,1,1,1,2,4,2,3,1.0,1,신세계백화점 강남점,5.0
남,40.0,2,4,2,5,4,3,5,6,1,1.0,5,카페노을,4.0
여,50.0,2,4,3,5,2,2,5,5,7,0.0,1,롯데우성아파트,4.0
여,40.0,2,1,1,1,1,1,2,3,2,5.0,8,다둥이네캠핑장,5.0
남,20.0,5,2,2,3,3,5,1,4,3,1.0,21,연세대학교 국제캠퍼스,5.0
여,20.0,1,2,3,4,2,2,5,6,2,0.0,2,포비 디엠지점,5.0
여,20.0,4,2,4,6,5,4,6,3,1,1.0,6,롯데월드타워&롯데월드몰,4.0
여,20.0,4,3,3,2,2,3,6,4,1,0.0,6,마이포레스트,4.0
여,30.0,2,1,3,2,4,1,2,6,3,1.0,8,시고르,4.0
여,30.0,6,4,1,1,5,5,1,7,2,2.0,21,밀레니엄힐튼 서울,5.0
남,20.0,6,1,3,2,1,6,2,7,3,1.0,1,미추홀공원,4.0
남,30.0,4,2,3,4,5,5,4,5,2,1.0,2,이나경송탄부대찌개,5.0
남,30.0,2,2,2,4,5,2,4,4,1,1.0,1,무인양품 롯데마트서울역점,5.0
여,60.0,2,6,2,6,2,2,2,2,3,1.0,1,열시꽃,4.0
남,40.0,2,2,2,4,6,2,2,4,1,1.0,4,난지한강공원 중앙잔디광장,5.0
여,30.0,3,3,2,3,4,1,4,7,5,1.0,22,터미널 스넥,5.0
여,20.0,5,3,1,3,7,4,1,7,4,0.0,1,신세계백화점 강남점,5.0
남,20.0,4,1,5,2,4,5,1,4,1,0.0,1,샤넬 화장품 AK 플라자 수원점,5.0
여,30.0,2,2,2,5,7,2,6,2,1,1.0,25,MBC신사옥,3.0
남,20.0,5,1,2,4,5,4,6,6,3,1.0,9,안성종합버스터미널,3.0
여,30.0,1,1,1,1,7,1,4,4,1,1.0,6,런던베이글 뮤지엄 안국점,2.0
남,40.0,2,2,2,3,4,4,2,3,8,6.0,3,김포국제공항 국내선 출발층,5.0
여,30.0,4,1,1,1,1,1,1,3,1,1.0,4,인덕원비빔국수 안양점,4.0
남,40.0,1,1,1,4,4,3,2,4,8,2.0,9,국립유명산자연휴양림,5.0
여,30.0,3,3,3,5,5,3,5,4,2,0.0,22,한강공원삼패지구,5.0
여,40.0,7,2,2,2,2,6,6,1,2,0.0,1,킨텍스 제1전시장,4.0
여,30.0,2,1,2,3,3,6,3,4,3,1.0,22,임진각평화곤돌라,4.0
남,20.0,5,1,2,4,5,4,2,3,7,1.0,24,리버모텔,5.0
여,30.0,6,2,2,4,6,4,2,4,3,2.0,2,롯데프리미엄아울렛 타임빌라스,4.0
여,20.0,1,4,4,7,4,2,2,6,3,1.0,1,광화문광장,4.0
여,40.0,2,3,5,3,5,5,5,4,7,1.0,6,스타필드 고양,4.0
남,30.0,2,1,2,2,1,1,2,4,2,0.0,3,뽕나무칼국수,2.0
여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,송내역 1호선,3.0
여,20.0,3,2,1,6,6,3,2,6,3,3.0,2,유일닭강정,4.0
여,20.0,3,1,4,3,7,4,1,6,1,0.0,6,여의도한강공원,5.0
여,40.0,1,6,4,4,3,4,5,3,7,0.0,2,일품양평해장국 용인프라자CC점,5.0
여,30.0,6,3,5,2,3,3,5,2,6,0.0,10,스시노칸도 수유점,5.0
여,30.0,2,3,5,5,6,6,6,2,1,3.0,2,산정호수 빵명장,5.0
여,20.0,1,1,1,1,7,1,7,7,7,1.0,6,에브리데이토스트,5.0
여,30.0,7,1,1,1,1,4,4,3,3,1.0,6,노보텔앰배서더 서울동대문호텔&레지던스,4.0
여,20.0,4,6,1,5,7,4,1,7,1,1.0,2,라피스키친,5.0
여,20.0,7,1,1,1,1,7,6,7,5,0.0,6,케이팝하우스,1.0
여,20.0,2,3,2,2,6,4,5,5,3,1.0,2,영등포역,4.0
여,20.0,4,6,6,1,2,2,1,5,7,1.0,24,신세계백화점 강남점,5.0
여,30.0,6,1,2,2,6,6,2,5,3,2.0,2,서울고속버스터미널(경부),4.0
여,30.0,2,2,2,2,5,6,2,7,7,0.0,22,천안아산역,5.0
남,30.0,6,1,6,1,1,7,7,1,1,0.0,23,srt수서역,4.0
남,20.0,5,5,2,5,2,3,7,1,8,0.0,3,싸움의고수 가천대점,3.0
여,50.0,2,1,4,1,1,4,2,4,2,2.0,1,시그니엘 서울,4.0
남,30.0,2,2,4,2,1,5,5,5,3,1.0,1,보니스피자,5.0
여,40.0,2,5,2,6,5,4,3,7,7,1.0,9,다이소 화성남양점,4.0
여,50.0,1,1,6,1,1,4,4,4,1,1.0,1,김기현초밥,5.0
남,50.0,1,1,2,3,7,2,2,7,3,2.0,24,시흥갯골생태공원,5.0
여,30.0,2,6,1,2,4,4,6,7,1,0.0,25,하디르,5.0
남,30.0,3,1,4,3,5,5,6,3,8,1.0,2,화성행궁,2.0
여,20.0,5,1,1,2,4,1,7,7,1,1.0,7,글로우그라피,5.0
남,20.0,1,2,2,5,6,4,5,7,7,0.0,9,선유도공원,4.0
여,30.0,2,3,3,2,4,3,3,6,1,1.0,6,"세종이야기(세종대왕,이순신 상설체험문화공간)",4.0
여,20.0,7,1,1,1,1,4,7,7,7,1.0,23,더현대서울,5.0
남,20.0,4,2,2,3,4,3,4,4,1,0.0,4,광장시장,4.0
남,30.0,4,4,2,4,4,1,2,2,7,0.0,3,창덕궁 돈화문,5.0
남,20.0,5,2,3,2,2,4,4,5,2,1.0,23,레스케이프호텔,4.0
남,20.0,2,2,3,3,5,2,6,6,2,0.0,27,밤섬유원지,4.0
여,40.0,6,2,4,1,7,7,7,2,8,0.0,3,라마다바이윈덤서울동대문,5.0
남,40.0,6,1,2,2,4,4,5,5,7,1.0,3,연천 전곡리유적 구석기체험숲,4.0
여,20.0,1,1,1,4,1,1,1,7,2,1.0,25,나무아래오후N 2호점,5.0
여,20.0,1,1,4,1,1,4,1,5,3,1.0,2,스타벅스 용인에버랜드R점,5.0
남,30.0,7,2,7,1,1,5,1,2,7,0.0,6,석남사,4.0
남,40.0,2,3,3,4,2,4,2,4,2,2.0,4,자라섬 꽃테마공원,5.0
여,30.0,6,3,6,6,6,2,6,7,8,0.0,1,용산역,5.0
남,30.0,2,1,4,1,1,3,6,1,2,3.0,8,LX22베이커리카페,5.0
남,30.0,4,2,3,4,5,5,4,5,2,1.0,2,행궁동벽화마을,4.0
여,40.0,6,3,6,5,6,4,5,4,4,1.0,1,구포역,4.0
남,20.0,7,2,1,6,6,2,1,5,1,0.0,28,수어장대,4.0
여,50.0,2,4,4,2,2,4,4,5,1,0.0,1,늘 푸른 꽃 농원,4.0
남,30.0,2,2,3,1,3,6,6,2,5,0.0,6,두물머리연핫도그,4.0
남,20.0,3,1,2,2,4,4,5,6,3,1.0,9,통일동산 장어마을,5.0
여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,인천화교역사관,4.0
여,40.0,3,4,3,4,4,3,3,6,5,0.0,6,석촌호수 동호,4.0
남,30.0,7,1,1,1,7,7,2,4,1,0.0,2,롯데월드타워&롯데월드몰,4.0
여,60.0,3,4,2,3,3,3,3,4,3,3.0,21,삼청동거리,5.0
여,20.0,6,1,1,2,2,6,5,2,7,1.0,21,부평역 1호선,5.0
여,20.0,5,3,3,3,4,3,3,2,2,2.0,6,한국은행 화폐박물관,4.0
남,40.0,4,2,4,5,4,4,2,7,1,1.0,4,자유공원,5.0
남,30.0,2,1,2,2,1,1,2,4,2,0.0,3,빵선생샹그리나,4.0
남,20.0,4,4,2,5,5,4,2,7,1,0.0,3,현대백화점 디큐브시티점,4.0
여,50.0,2,3,2,2,1,2,6,6,2,1.0,5,임진강주상절리카약,1.0
여,30.0,2,3,2,4,4,5,2,6,2,2.0,6,호암미술관 전통정원희원,4.0
남,30.0,4,1,4,1,3,4,2,4,1,2.0,1,임진각 평화누리,5.0
남,30.0,4,3,5,3,3,5,3,6,3,1.0,2,남산공원,5.0
여,30.0,2,2,2,2,5,6,2,7,7,0.0,22,더현대서울 쇼핑관,5.0
여,20.0,5,5,6,6,6,4,2,6,2,0.0,1,카키,3.0
남,40.0,2,2,6,4,2,4,6,1,8,4.0,3,존앤진피자펍 행궁본점,5.0
남,20.0,7,6,6,3,2,5,7,2,4,0.0,2,토끼정 수원역사점,4.0
남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,LCDC서울,4.0
남,30.0,2,2,1,5,4,4,6,7,1,1.0,1,호텔봄날,4.0
남,20.0,6,2,1,7,6,3,3,3,1,1.0,3,창룡문,5.0
여,30.0,2,2,3,2,4,5,2,5,1,0.0,2,늘푸른목장,4.0
여,20.0,1,1,1,6,6,1,1,7,2,1.0,2,수원만두,5.0
여,20.0,6,5,3,3,5,5,5,5,10,1.0,4,맛있게,5.0
여,20.0,6,2,2,3,3,6,2,4,5,1.0,9,김민성셰프베이커리,4.0
여,40.0,5,1,1,5,6,6,1,5,3,3.0,23,감고당길,3.0
남,30.0,2,1,1,1,2,1,4,6,2,4.0,5,갤러리모아,5.0
여,20.0,2,2,2,2,3,3,2,6,7,0.0,9,핵인싸코인노래방,5.0
남,30.0,1,4,1,7,5,5,1,7,3,1.0,2,남이섬,5.0
남,30.0,6,2,1,4,2,3,3,3,7,1.0,3,33마켓,4.0
남,20.0,2,2,2,5,6,6,7,6,1,3.0,6,학림다방,5.0
남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,작가,3.0
남,30.0,2,5,2,2,4,2,7,2,1,0.0,26,능내역 (폐역),4.0
여,20.0,2,2,2,2,2,2,2,6,1,1.0,3,국연수집,2.0
남,20.0,3,3,4,2,5,4,4,4,2,1.0,2,수원화성,5.0
여,40.0,2,1,4,2,3,6,5,1,1,3.0,3,갤러리아백화점 광교점,3.0
남,40.0,2,2,2,4,6,2,2,4,1,1.0,4,왕십리 사무실,4.0
여,30.0,6,7,2,2,2,5,6,3,7,0.0,1,트리플스트리트,4.0
남,30.0,4,3,2,3,3,5,3,4,2,1.0,23,서울스카이,4.0
여,20.0,1,4,1,4,6,4,5,7,1,1.0,3,수원화성,4.0
여,40.0,5,3,2,1,2,5,6,7,8,0.0,12,서울페이스트리 행궁점,4.0
여,20.0,4,1,1,5,4,5,7,6,1,1.0,1,망원정 터,5.0
남,20.0,2,2,1,6,3,2,6,2,7,1.0,2,비둘기낭폭포,5.0
여,20.0,5,2,2,2,4,3,5,3,1,1.0,23,퍼센트아라비카 1호점,4.0
여,40.0,2,4,2,4,4,4,4,5,3,2.0,4,송월동동화마을,3.0
여,40.0,2,2,1,2,2,2,1,7,3,2.0,9,가평잣고을시장,4.0
여,30.0,6,6,6,6,2,3,4,6,1,1.0,11,라임오렌지펜션,5.0
여,20.0,5,5,3,4,5,3,2,6,3,3.0,5,하누가,5.0
여,20.0,4,4,4,1,2,2,1,7,2,0.0,23,광명역,5.0
여,20.0,3,7,2,3,1,2,1,6,1,0.0,1,강남역 신분당선,3.0
남,50.0,4,2,2,4,4,3,4,2,2,1.0,3,철원한탄강 주상절리길 드르니매표소,1.0
남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,메가박스 동대문,4.0
여,30.0,4,1,3,3,5,5,5,6,2,1.0,4,영원식당,5.0
남,20.0,4,1,1,1,4,2,2,7,7,1.0,22,난타해물왕칼국수,1.0
여,20.0,5,4,4,3,3,5,6,4,2,1.0,4,로우앤슬로우,2.0
여,30.0,1,1,4,2,4,2,3,7,1,1.0,13,두물머리,5.0
여,30.0,1,1,1,2,6,2,2,6,2,3.0,21,이마트 별내점,4.0
여,40.0,2,2,2,4,6,4,3,6,1,3.0,9,용산역,5.0
여,30.0,6,2,1,2,2,2,2,7,5,1.0,21,꿍냐우,5.0
여,30.0,4,3,3,4,3,4,4,4,1,1.0,24,리빙파워센터,5.0
여,20.0,2,2,2,4,4,4,3,6,2,1.0,1,위드위드,4.0
남,40.0,2,1,4,4,4,3,2,2,8,3.0,3,아보헌,5.0
남,20.0,5,2,2,3,4,4,3,5,3,1.0,6,광혜원시외버스터미널,4.0
여,30.0,5,3,2,5,6,6,2,2,7,1.0,9,자라섬,5.0
여,20.0,2,2,2,2,6,2,4,6,1,1.0,27,제부도 워터워크,3.0
남,20.0,3,1,5,6,2,5,5,6,10,1.0,1,슈가코인노래연습장 공덕점,5.0
여,30.0,5,1,1,6,7,3,3,7,5,0.0,6,올리브영 대학로점,3.0
여,20.0,5,4,2,3,6,5,5,7,1,0.0,6,전주시외버스공용터미널,4.0
남,30.0,3,1,5,2,5,4,2,4,2,2.0,2,서울공예박물관 어린이박물관,5.0
여,40.0,2,4,4,4,7,4,4,7,4,0.0,3,교보문고 광화문점,4.0
여,20.0,4,2,2,2,4,6,3,7,3,1.0,9,빌리엔젤 여의도삼성생명점,4.0
여,20.0,1,4,1,4,4,3,7,5,7,0.0,6,동대문디자인플라자,5.0
여,30.0,5,2,5,3,5,5,6,3,1,0.0,5,김해국제공항 국내선청사,4.0
남,30.0,7,2,7,1,1,5,1,2,7,0.0,6,이충문화체육센터,4.0
여,30.0,7,4,4,1,7,4,7,7,5,0.0,2,포반 미사점,4.0
여,20.0,1,1,1,4,3,7,2,7,2,1.0,9,등촌샤브칼국수 라페스타점,5.0
여,30.0,6,6,1,4,6,3,3,3,2,0.0,1,신포시장,5.0
여,20.0,4,5,4,4,5,4,4,3,1,1.0,4,안국153,4.0
남,30.0,2,5,2,2,4,5,3,5,8,1.0,3,이비스스타일앰배서더 서울강남,4.0
남,20.0,7,2,3,5,2,5,7,1,3,1.0,1,동대문디자인플라자,5.0
여,20.0,6,2,2,3,6,5,3,6,10,1.0,6,강매역 경의중앙선,4.0
여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,와인앤모어 성수역점,5.0
남,30.0,6,1,6,1,1,7,7,1,1,0.0,23,jw메리어트서울,5.0
여,20.0,4,3,4,2,3,4,3,5,2,0.0,23,경의선숲길,4.0
여,30.0,1,1,4,2,5,3,2,7,3,2.0,22,임진강댑싸리공원,4.0
여,20.0,2,2,2,6,2,6,7,6,2,0.0,6,봉은사,4.0
남,30.0,3,3,2,6,4,5,2,7,7,3.0,3,행궁동벽화마을,2.0
여,20.0,2,3,2,2,6,4,5,5,3,1.0,2,영등포역,4.0
여,40.0,1,1,1,4,6,6,1,4,3,1.0,2,한국민속촌,5.0
남,30.0,6,1,7,7,1,5,1,7,4,0.0,22,브런치빈 별내점,4.0
여,20.0,2,1,1,1,6,7,1,7,4,2.0,1,용용선생 송도점,5.0
여,20.0,4,3,2,3,6,5,7,6,3,3.0,7,청계천,5.0
여,20.0,5,3,3,4,3,6,7,4,1,3.0,26,H에비뉴 이대점,4.0
여,40.0,6,1,3,2,2,2,6,3,3,2.0,26,만복국수집 강남터미널점,3.0
남,30.0,3,1,2,2,6,6,2,6,3,1.0,26,김포국제공항 국내선,5.0
여,20.0,1,1,1,1,2,6,7,7,2,0.0,23,나인트리프리미어호텔 서울판교,5.0
여,20.0,7,6,3,2,6,2,6,6,1,1.0,4,양재역,3.0
여,20.0,5,1,5,3,2,2,7,1,2,1.0,21,드라마 아스달 연대기 오산세트장,3.0
남,30.0,2,2,6,1,1,2,6,1,2,3.0,5,솔모로CC,5.0
여,20.0,2,2,2,1,1,3,2,6,1,0.0,2,이대목동병원,3.0
여,30.0,2,2,2,5,7,2,6,2,1,1.0,25,스페이스 헬레나,4.0
여,20.0,2,1,1,2,6,6,2,6,1,0.0,3,저스트텐동 행리단길점,4.0
여,40.0,3,5,5,2,2,6,2,3,1,1.0,21,라베니체 마치에비뉴 1차,4.0
여,20.0,3,2,1,1,4,6,2,7,2,0.0,9,화담숲,5.0
여,30.0,6,3,5,2,3,3,5,2,6,0.0,10,폴바셋 광화문점,3.0
여,20.0,1,1,1,3,6,2,2,7,3,1.0,8,서울대공원 캠핑장,5.0
여,20.0,4,3,3,4,5,4,6,5,8,0.0,3,정월재,4.0
남,20.0,7,2,3,5,2,5,7,1,3,1.0,1,솔솥 연남점,5.0
여,40.0,1,4,4,3,4,3,5,3,1,0.0,6,호텔아벤트리 종로,4.0
여,50.0,1,6,2,5,1,5,7,2,1,0.0,3,경기과천교육도서관,5.0
남,30.0,6,2,3,3,3,5,5,3,1,1.0,1,그랜드하얏트서울,5.0
남,20.0,2,5,1,5,5,4,2,6,7,0.0,6,카페무르,4.0
여,20.0,2,3,2,3,4,4,6,5,3,5.0,1,가평소나무펜션,4.0
여,30.0,3,6,6,2,6,2,2,5,3,3.0,2,안다즈 강남 더서머하우스,5.0
여,20.0,3,1,1,4,5,2,2,6,5,1.0,23,광명전통시장,4.0
여,30.0,2,6,1,1,2,2,3,5,4,0.0,12,임진각관광지,5.0
남,30.0,2,2,2,3,6,2,2,7,2,1.0,2,에버랜드,5.0
여,20.0,3,6,2,2,2,2,7,2,1,0.0,1,검단산,5.0
남,20.0,4,2,2,6,5,5,6,3,7,1.0,3,서울역,3.0
남,40.0,4,3,3,3,3,4,5,4,3,4.0,24,허브아일랜드,5.0
남,20.0,2,6,2,2,3,2,1,7,2,1.0,9,시흥갯골생태공원,5.0
여,30.0,2,3,5,5,6,6,6,2,1,3.0,2,비둘기낭폭포,5.0
여,20.0,3,2,3,4,6,5,5,5,1,0.0,6,부산미도어묵,5.0
여,30.0,4,3,2,2,6,6,6,6,2,2.0,22,정도가 이천 도자기체험공방,5.0
여,30.0,5,2,6,3,5,5,6,2,2,0.0,6,플러스씨어터,4.0
남,40.0,1,1,1,4,4,3,2,4,8,2.0,9,롯데백화점 영등포점,4.0
여,30.0,1,1,1,2,3,2,6,6,7,0.0,3,인천종합터미널,4.0
여,40.0,5,1,1,5,6,6,1,5,3,3.0,23,그날그한복,5.0
남,30.0,3,2,3,6,6,5,5,1,1,0.0,6,오리서원,3.0
여,20.0,4,3,3,3,4,3,5,4,8,0.0,3,대전복합터미널,5.0
남,30.0,4,2,2,3,4,4,6,4,2,0.0,21,황새울 공원,5.0
여,20.0,1,1,4,5,4,3,7,3,1,1.0,1,청어람 망원점,4.0
남,20.0,5,5,5,3,1,5,4,5,2,1.0,1,미사역효성해링턴타워더퍼스트오피스텔,5.0
여,60.0,2,3,2,2,2,2,6,2,2,1.0,1,잉글랜드 돈까스,5.0
여,30.0,1,1,1,5,5,4,2,6,7,0.0,13,천진암 성지,5.0
남,40.0,5,6,3,2,5,5,2,6,2,1.0,21,나인블럭 가평점,4.0
남,20.0,2,2,2,4,2,2,2,2,1,3.0,22,우리홈마트,4.0
남,30.0,4,1,3,3,4,3,2,7,5,0.0,3,스타벅스 태평로점,5.0
여,40.0,3,2,3,4,5,4,5,6,1,1.0,1,KFC 홍익대점,3.0
남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,솔찬공원,4.0
남,30.0,3,2,2,3,3,5,5,3,3,1.0,2,팬케이크 지비지컬러인,5.0
남,40.0,3,5,6,2,6,2,7,6,1,0.0,1,스타벅스 장한평역점,4.0
남,30.0,2,2,3,2,2,4,5,7,9,1.0,23,옛날농장 방이점,2.0
여,60.0,2,6,6,6,3,6,6,3,8,4.0,3,아웃백스테이크하우스 용산아이파크몰점,5.0
여,30.0,1,1,1,1,7,1,4,4,1,1.0,6,김포공항,5.0
남,30.0,6,2,2,6,3,6,6,2,4,0.0,21,동인천역 1호선,4.0
여,20.0,4,3,3,4,4,5,5,5,4,0.0,6,명동교자 본점,4.0
여,20.0,3,2,3,2,2,6,6,6,2,0.0,6,LCDC서울,4.0
여,30.0,3,2,2,4,6,6,6,2,1,0.0,3,수원화성 서남암문,4.0
남,20.0,6,2,1,7,6,3,3,3,1,1.0,3,수원화성박물관,3.0
여,30.0,2,1,1,4,7,6,2,7,1,1.0,2,예스파크,5.0
여,30.0,2,2,2,1,3,6,2,6,3,2.0,23,공차 화성시청점,4.0
여,20.0,3,1,4,2,3,2,7,7,1,1.0,3,신논현역 신분당선,4.0
남,20.0,6,2,2,6,2,2,6,5,1,0.0,1,혜성,4.0
남,30.0,2,1,5,5,2,1,5,1,8,1.0,12,훠궈야 여의도IFC몰점,5.0
여,20.0,5,1,3,3,3,5,6,6,4,0.0,6,야코리아호스텔 동대문점,3.0
남,30.0,2,2,2,4,5,4,6,5,8,0.0,4,인천차이나타운,4.0
여,20.0,5,1,1,2,4,1,7,7,1,1.0,7,서울역,4.0
여,30.0,5,5,5,6,6,6,5,2,3,1.0,1,익선문구사,5.0
여,20.0,4,2,1,4,2,3,5,5,1,0.0,3,광명역,3.0
여,20.0,2,4,3,5,5,1,3,7,1,0.0,3,서울고속버스터미널,5.0
남,20.0,3,1,4,2,3,4,6,3,1,0.0,2,평택비전지웰푸르지오아파트,5.0
여,40.0,4,3,6,3,2,2,7,2,6,0.0,28,수원역,4.0
남,30.0,2,2,3,1,3,6,6,2,5,0.0,6,두물머리,5.0
남,40.0,3,5,5,6,4,6,3,5,1,3.0,6,안성장터국밥,4.0
남,30.0,3,4,6,3,3,5,2,3,1,2.0,3,청계천한빛광장,5.0
여,30.0,4,4,4,4,4,3,4,4,4,0.0,1,뚝섬유원지역 7호선,4.0
여,20.0,4,1,4,6,2,6,1,2,1,0.0,10,금융감독원,4.0
남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,신포닭강정 본점,4.0
남,20.0,4,2,2,3,4,3,4,4,1,0.0,4,석촌호수산책길,5.0
여,30.0,4,2,3,4,6,1,4,2,10,0.0,2,아프리카농장,5.0
남,20.0,5,3,1,6,5,4,1,5,7,0.0,3,국립중앙박물관,4.0
여,30.0,4,5,4,4,5,5,4,6,2,2.0,23,스타필드 안성,4.0
남,20.0,2,2,2,5,6,3,5,3,1,0.0,3,서울남부터미널,4.0
여,50.0,3,2,2,2,2,6,3,4,7,1.0,4,롯데몰 김포공항점,4.0
남,20.0,4,1,3,2,3,4,6,4,7,1.0,6,말똥도넛 파주점,5.0
여,50.0,6,5,6,6,6,6,7,5,2,2.0,28,카페애몽,1.0
남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,스타벅스 센트럴시티점,5.0
여,20.0,5,6,3,2,2,5,6,2,7,1.0,6,동서울종합터미널,4.0
남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,태화원,4.0
남,30.0,2,5,2,2,4,5,3,5,8,1.0,3,멘야산다이메 대학로점,4.0
남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,에스엔에스피씨,5.0
여,40.0,4,1,3,3,2,4,3,4,1,2.0,23,그랜드워커힐서울 더뷔페,4.0
남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,커핀그루나루 올림픽공원역점,4.0
여,40.0,2,4,4,3,3,3,2,5,2,1.0,2,화담숲,4.0
여,30.0,2,1,1,4,2,1,6,3,1,1.0,22,김포공항역 김포골드라인,2.0
여,40.0,2,2,6,2,4,6,3,4,2,2.0,23,GS25 송도쉐라톤점,4.0
남,30.0,2,5,2,2,1,2,4,4,2,1.0,21,카페라플렌 별내점,4.0
여,40.0,7,1,4,1,4,4,1,7,1,3.0,1,비스타워커힐 서울,5.0
여,40.0,2,2,2,5,3,1,3,4,1,3.0,8,갈비1987,4.0
남,40.0,1,4,1,3,3,5,3,5,3,1.0,22,명지쉼터가든 가평본점,4.0
여,30.0,4,1,3,2,2,4,4,7,3,2.0,2,마루샤브 아차산점,3.0
여,40.0,2,3,2,3,3,5,6,5,2,1.0,22,송도달빛축제공원,3.0
여,20.0,4,4,4,4,4,5,4,4,3,1.0,6,진주회관,5.0
여,30.0,1,1,1,4,2,6,6,7,7,0.0,1,이가자헤어비스 위례점,4.0
여,30.0,2,1,3,2,4,5,6,7,1,4.0,6,베어스타운,5.0
여,30.0,2,6,2,2,2,6,2,5,8,2.0,13,호수정감,3.0
여,30.0,2,4,2,3,4,2,5,6,3,5.0,26,제부도케렌시아,3.0
여,20.0,5,1,1,2,6,3,1,7,7,0.0,2,코이라멘 수원영통점,4.0
남,20.0,6,6,2,2,4,1,7,5,1,3.0,6,SETEC,4.0
여,30.0,3,2,3,4,2,2,5,7,8,1.0,3,수원화성,4.0
여,20.0,3,2,2,4,6,2,6,6,2,3.0,22,헤미안,5.0
남,20.0,4,3,3,4,3,3,4,5,1,5.0,5,브룩스펜션,5.0
남,40.0,4,4,4,4,4,4,4,4,3,3.0,5,박승광해물칼국수 서종직영점,5.0
남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,광주송정역,4.0
여,30.0,4,4,4,4,4,4,4,4,2,1.0,2,실로암연수원펜션,5.0
남,30.0,6,1,2,1,1,4,2,6,2,1.0,10,롯데프리미엄아울렛 이천점,4.0
남,30.0,2,1,5,5,2,1,5,1,8,1.0,12,서울역,5.0
여,30.0,1,1,1,7,4,4,1,5,7,0.0,3,물금역,5.0
여,30.0,5,1,1,6,7,3,3,7,5,0.0,6,머노까머나 대학로점,5.0
남,30.0,4,1,3,3,2,3,6,3,7,0.0,4,화랑공원,3.0
여,50.0,2,2,4,2,3,4,4,5,3,3.0,23,석촌호수 동호,5.0
여,20.0,5,2,3,3,3,5,1,6,2,1.0,27,진미통닭,5.0
남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,뉴서울호텔,5.0
여,20.0,4,1,3,4,2,4,3,1,2,1.0,23,양평역,4.0
여,30.0,4,2,4,5,4,1,3,2,8,2.0,6,오제제,4.0
